Temperature - (Celsius), Year, Statistics, Country, ISO3
16.6781,2007, Aug Average, Australia, AUS
20.1141,2007, Sep Average, Australia, AUS
23.7394,2007, Oct Average, Australia, AUS
25.7392,2007, Nov Average, Australia, AUS
26.9396,2007, Dec Average, Australia, AUS
28.9641,2008, Jan Average, Australia, AUS
26.6182,2008, Feb Average, Australia, AUS
25.7828,2008, Mar Average, Australia, AUS
21.3636,2008, Apr Average, Australia, AUS
18.1799,2008, May Average, Australia, AUS
15.7838,2008, Jun Average, Australia, AUS
14.2569,2008, Jul Average, Australia, AUS
14.797,2008, Aug Average, Australia, AUS
20.2138,2008, Sep Average, Australia, AUS
23.9987,2008, Oct Average, Australia, AUS
24.9864,2008, Nov Average, Australia, AUS
27.0258,2008, Dec Average, Australia, AUS
28.2459,2009, Jan Average, Australia, AUS
27.5856,2009, Feb Average, Australia, AUS
25.7929,2009, Mar Average, Australia, AUS
22.3415,2009, Apr Average, Australia, AUS
17.7504,2009, May Average, Australia, AUS
15.4784,2009, Jun Average, Australia, AUS
14.722,2009, Jul Average, Australia, AUS
17.7415,2009, Aug Average, Australia, AUS
20.0771,2009, Sep Average, Australia, AUS
22.7646,2009, Oct Average, Australia, AUS
26.7958,2009, Nov Average, Australia, AUS
27.7926,2009, Dec Average, Australia, AUS
28.4772,2010, Jan Average, Australia, AUS
27.8996,2010, Feb Average, Australia, AUS
25.614,2010, Mar Average, Australia, AUS
23.1362,2010, Apr Average, Australia, AUS
18.089,2010, May Average, Australia, AUS
15.0195,2010, Jun Average, Australia, AUS
14.6815,2010, Jul Average, Australia, AUS
15.553,2010, Aug Average, Australia, AUS
18.8901,2010, Sep Average, Australia, AUS
21.9421,2010, Oct Average, Australia, AUS
24.5987,2010, Nov Average, Australia, AUS
26.3258,2010, Dec Average, Australia, AUS
28.6973,2011, Jan Average, Australia, AUS
27.0687,2011, Feb Average, Australia, AUS
24.471,2011, Mar Average, Australia, AUS
21.2642,2011, Apr Average, Australia, AUS
16.5332,2011, May Average, Australia, AUS
14.2911,2011, Jun Average, Australia, AUS
14.5596,2011, Jul Average, Australia, AUS
16.7487,2011, Aug Average, Australia, AUS
19.1151,2011, Sep Average, Australia, AUS
22.8282,2011, Oct Average, Australia, AUS
25.4111,2011, Nov Average, Australia, AUS
26.5171,2011, Dec Average, Australia, AUS
27.8721,2012, Jan Average, Australia, AUS
26.7473,2012, Feb Average, Australia, AUS
24.3011,2012, Mar Average, Australia, AUS
21.8773,2012, Apr Average, Australia, AUS
17.2826,2012, May Average, Australia, AUS
14.3544,2012, Jun Average, Australia, AUS
13.5886,2012, Jul Average, Australia, AUS
16.0686,2012, Aug Average, Australia, AUS
20.0223,2012, Sep Average, Australia, AUS
23.2514,2012, Oct Average, Australia, AUS
26.4681,2012, Nov Average, Australia, AUS
27.9791,2012, Dec Average, Australia, AUS
29.4761,2013, Jan Average, Australia, AUS
27.869,2013, Feb Average, Australia, AUS
26.0435,2013, Mar Average, Australia, AUS
22.962,2013, Apr Average, Australia, AUS
18.8748,2013, May Average, Australia, AUS
15.5021,2013, Jun Average, Australia, AUS
15.3706,2013, Jul Average, Australia, AUS
17.3374,2013, Aug Average, Australia, AUS
21.4029,2013, Sep Average, Australia, AUS
23.8622,2013, Oct Average, Australia, AUS
25.6591,2013, Nov Average, Australia, AUS
27.5784,2013, Dec Average, Australia, AUS
28.8017,2014, Jan Average, Australia, AUS
27.3039,2014, Feb Average, Australia, AUS
26.1565,2014, Mar Average, Australia, AUS
22.9487,2014, Apr Average, Australia, AUS
19.5503,2014, May Average, Australia, AUS
15.3384,2014, Jun Average, Australia, AUS
14.3826,2014, Jul Average, Australia, AUS
15.8921,2014, Aug Average, Australia, AUS
20.2009,2014, Sep Average, Australia, AUS
24.411,2014, Oct Average, Australia, AUS
26.891,2014, Nov Average, Australia, AUS
27.8269,2014, Dec Average, Australia, AUS
27.8351,2015, Jan Average, Australia, AUS
28.8897,2015, Feb Average, Australia, AUS
26.1132,2015, Mar Average, Australia, AUS
21.2017,2015, Apr Average, Australia, AUS
17.6659,2015, May Average, Australia, AUS
16.096,2015, Jun Average, Australia, AUS
14.3975,2015, Jul Average, Australia, AUS
16.3706,2015, Aug Average, Australia, AUS
19.1778,2015, Sep Average, Australia, AUS
24.8664,2015, Oct Average, Australia, AUS
26.9433,2015, Nov Average, Australia, AUS
27.9971,2015, Dec Average, Australia, AUS
28.3713,2016, Jan Average, Australia, AUS
28.306,2016, Feb Average, Australia, AUS
27.0285,2016, Mar Average, Australia, AUS
23.8023,2016, Apr Average, Australia, AUS
19.6843,2016, May Average, Australia, AUS
16.0292,2016, Jun Average, Australia, AUS
14.8634,2016, Jul Average, Australia, AUS
16.1341,2016, Aug Average, Australia, AUS
18.8,2016, Sep Average, Australia, AUS
22.0308,2016, Oct Average, Australia, AUS
25.7045,2016, Nov Average, Australia, AUS
27.5676,2016, Dec Average, Australia, AUS
